Amp_P0 Freq_P0 Amp_P1 Freq_P1 Filename BW_F1 BW_F2 BW_F3 BW_F4 Centroid Std_Dev Freq_F1 Freq_F2 Freq_F3 Freq_4 Amp_F1 Amp_F2 Amp_F3 Amp_F4 nPeaksDB
29.8443 140.625 34.6282 218.75 abd_3.txt 21.2017 281.178 434.147 56.746 3141 196 218.75 1359.38 1453.12 2734.38 52.3921 1.99779 1.85674 3.36894 8
38.6073 125 46.2843 375 abd_3.txt 30.2298 68.9154 58.2951 114.406 3554 222 265.625 1453.12 2718.75 3015.62 114.864 6.4044 9.16096 4.50673 13
27.9104 125 37.2759 203.125 abd_3.txt 34.5046 103.562 65.3475 327.124 3248 203 250 1484.38 2734.38 3125 46.814 3.22949 4.04033 1.30346 14
30.3453 125 40.7116 203.125 abd_3.txt 30.7411 94.1809 54.7431 115.258 3383 211 265.625 1500 2734.38 3171.88 66.713 3.81674 6.29241 2.51188 12
28.5439 125 40.177 375 abd_3.txt 36.5697 111.966 92.3699 154.837 3427 214 265.625 1515.62 2765.62 3031.25 46.3699 3.12709 5.16241 3.4821 15
28.069 156.25 30.9665 390.625 abd_3.txt 61.6393 289.909 82.3308 99.9575 3656 228 296.875 984.375 1484.38 2765.62 26.0189 5.81117 7.66897 2.95784 27
35.0066 187.5 31.7181 781.25 abd_3.txt 109.402 67.3551 291.82 78.322 3661 228 531.25 1500 2281.25 3218.75 14.4226 9.86591 1.73907 2.39667 84
33.8999 203.125 34.1193 796.875 abd_3.txt 98.3671 66.5213 376.935 107.329 3783 236 593.75 1562.5 2093.75 3328.12 14.6499 10.791 2.24661 2.20407 86
35.5699 203.125 35.0121 812.5 abd_3.txt 99.0956 79.5077 324.661 137.8 3750 234 609.375 1562.5 1906.25 3328.12 14.0204 10.1645 3.71036 2.20593 94
34.5368 203.125 33.2421 828.125 abd_3.txt 90.3738 73.8685 243.921 66.4015 3638 227 640.625 1531.25 2125 3296.88 13.2252 9.92718 2.43574 2.83324 108
33.5642 203.125 30.6993 828.125 abd_3.txt 92.1433 64.3564 186.896 62.0693 3613 225 656.25 1515.62 2265.62 3312.5 12.803 10.755 2.32333 2.6271 70
32.8311 203.125 32.684 843.75 abd_3.txt 73.257 58.7744 158.524 90.764 3632 227 656.25 1515.62 2265.62 3250 14.4809 11.5385 2.83159 2.08067 62
30.7569 203.125 31.6668 859.375 abd_3.txt 59.4636 43.404 150.776 84.106 3638 227 671.875 1500 2359.38 3156.25 15.1396 13.1521 2.6883 2.44488 49
32.5914 218.75 33.7034 656.25 abd_3.txt 48.0835 29.4775 97.0323 68.6791 3724 232 640.625 1484.38 2468.75 3203.12 20.4037 18.789 3.74276 2.88684 33
32.6698 218.75 35.3226 640.625 abd_3.txt 48.491 30.8712 68.6442 77.5882 3647 228 609.375 1484.38 2515.62 3218.75 21.6078 16.4182 4.49705 2.29664 40
36.848 203.125 0 0 abd_3.txt 159.388 215.26 94.5186 46.7464 3397 212 406.25 468.75 1531.25 2578.12 22.2681 20.6375 6.09781 5.27693 61
41.8033 203.125 0 0 abd_3.txt 17.5945 1311.44 130.242 192.089 3042 190 234.375 281.25 1359.38 2484.38 72.792 40.256 3.4678 1.3042 7
26.3584 140.625 35.837 218.75 abd_3.txt 16.6313 147.852 263.968 167.53 3073 192 218.75 1171.88 1859.38 2828.12 59.4891 3.35005 1.52447 1.18539 6
32.7703 187.5 28.684 437.5 abd_3.txt 48.2159 57.9939 98.0151 193.181 3195 199 375 1421.88 2453.12 3359.38 21.8052 5.52335 2.01306 0.808987 20
36.3483 406.25 36.3259 593.75 abd_3.txt 36.4184 44.3323 99.8332 79.1722 3603 225 546.875 1421.88 2531.25 3156.25 39.7938 13.0406 3.31466 2.49363 14
31.8866 390.625 36.1828 765.625 abd_3.txt 24.213 45.002 83.2841 145.473 3553 222 609.375 1453.12 2656.25 3203.12 42.5304 10.167 3.22966 1.42406 10
36.0368 562.5 37.6847 750 abd_3.txt 25.0278 26.4241 71.1494 140.01 3827 239 640.625 1484.38 2671.88 3343.75 40.4467 17.1819 3.47015 1.35519 16
29.0804 546.875 32.4026 734.375 abd_3.txt 27.3099 26.8911 92.2769 182.044 3743 234 687.5 1484.38 2750 3296.88 30.9632 16.049 2.86457 1.32162 22
26.006 343.75 31.1406 718.75 abd_3.txt 26.1663 41.2006 99.8348 213.963 3555 222 703.125 1468.75 2750 3250 31.4685 10.7437 2.62691 1.1769 11
25.9852 359.375 34.5041 703.125 abd_3.txt 22.1828 59.5928 105.249 288.368 3748 234 703.125 1484.38 2765.62 3078.12 43.7609 9.32506 3.1283 1.66491 9
22.0099 531.25 29.8367 703.125 abd_3.txt 19.4076 62.2496 124.16 239.903 3643 227 687.5 1484.38 2718.75 3203.12 36.0777 6.70765 2.30639 1.20508 8
28.569 343.75 37.2903 687.5 abd_3.txt 19.5752 64.5244 106.883 157.032 3776 236 687.5 1453.12 2562.5 3171.88 46.3782 8.55832 3.17642 1.54523 8
28.8322 343.75 40.0617 687.5 abd_3.txt 14.9882 54.3022 100.352 148.203 3757 234 687.5 1437.5 2468.75 3109.38 59.1087 10.4669 3.53701 1.62747 6
24.6541 171.875 30.4941 703.125 abd_3.txt 16.4456 59.4074 102.779 204.972 3519 220 703.125 1437.5 2468.75 3171.88 42.4612 7.81698 2.77933 1.10123 6
24.9112 359.375 35.7812 703.125 abd_3.txt 15.6253 51.1454 93.2913 145.008 3583 224 703.125 1437.5 2406.25 3062.5 44.0678 9.16803 3.35058 1.50131 7
25.3862 171.875 31.1784 734.375 abd_3.txt 20.2105 39.736 103.14 178.985 3555 222 718.75 1421.88 2484.38 3187.5 35.9144 11.9632 2.77259 1.23401 8
23.5707 375 34.3732 750 abd_3.txt 17.415 29.3971 132.574 195.214 3470 217 734.375 1453.12 2484.38 3234.38 35.6953 13.9734 1.91229 1.02171 10
27.8274 187.5 35.9297 781.25 abd_3.txt 16.0851 32.6069 109.534 226.534 3381 211 750 1453.12 2484.38 3500 51.5791 16.2435 2.21345 0.705625 7
27.5667 609.375 36.7396 796.875 abd_3.txt 21.9052 68.898 131.138 278.771 3355 209 765.625 1515.62 2562.5 3562.5 37.538 7.75524 1.96095 0.647109 9
13.3488 140.625 31.5673 625 abd_3.txt 414.21 40.8353 125.069 148.987 3286 205 234.375 765.625 1609.38 2656.25 6.13353 25.9576 4.62516 1.70965 17
29.2675 421.875 33.6037 656.25 abd_3.txt 108.154 84.0576 51.0709 142.065 3256 203 578.125 796.875 1687.5 2750 22.4792 24.8025 9.56258 1.43649 48
32.6148 203.125 34.4213 656.25 abd_3.txt 113.815 75.808 26.8434 124.681 3337 208 578.125 734.375 1703.12 2765.62 28.681 31.4751 17.1866 1.6886 39
30.5707 203.125 35.4493 625 abd_3.txt 108.074 66.786 23.2374 64.7369 3373 210 515.625 750 1734.38 2781.25 20.6169 24.8405 15.2715 2.63572 41
30.6928 203.125 34.316 640.625 abd_3.txt 175.617 50.4477 26.9517 46.3726 3717 232 453.125 671.875 1859.38 2781.25 14.9246 25.0486 10.7876 3.67725 20
25.9155 250 27.4483 609.375 abd_3.txt 223.157 35.8379 26.9911 60.2477 3700 231 343.75 671.875 1906.25 2828.12 8.43086 22.7421 8.89952 2.8625 15
24.1676 640.625 30.5326 718.75 abd_3.txt 32.2908 794.462 34.8988 41.4993 3684 230 671.875 1562.5 2015.62 2906.25 19.8305 1.9518 9.33028 5.03291 14
19.7766 546.875 27.6011 625 abd_3.txt 61.3062 218.455 34.9625 30.9231 3956 247 625 1453.12 2109.38 2984.38 13.2175 3.3784 11.6462 6.39158 75
21.2124 203.125 27.5007 687.5 abd_3.txt 53.0669 88.7176 39.4067 45.2231 3556 222 593.75 1421.88 2156.25 3078.12 12.595 5.78014 7.68769 2.86583 58
28.2085 515.625 29.5498 703.125 abd_3.txt 36.2028 47.4659 108.055 72.0402 3747 234 640.625 1437.5 2328.12 3031.25 19.445 9.25736 2.7795 2.36048 22
19.0023 609.375 27.2279 687.5 abd_3.txt 31.0281 39.9399 94.8158 62.1902 3638 227 718.75 1484.38 2375 3093.75 15.2224 8.65083 2.56186 2.29279 24
22.8959 640.625 27.7915 718.75 abd_3.txt 31.4414 46.7193 132.781 62.3478 3743 234 703.125 1468.75 2375 3109.38 16.5819 8.13237 2.00781 2.4993 22
18.3991 0 27.9144 687.5 abd_3.txt 40.2584 71.153 89.8612 57.9261 3635 227 718.75 1421.88 2359.38 3140.62 13.2933 5.57282 2.69685 2.5656 35
18.1676 0 26.5249 703.125 abd_3.txt 32.7324 85.4586 110.734 57.5071 3875 242 703.125 1484.38 2484.38 3078.12 15.5938 4.30771 2.61357 3.2436 30
15.9425 156.25 24.5301 703.125 abd_3.txt 61.8282 118.703 100.239 208.771 3672 229 703.125 1593.75 2531.25 3140.62 7.36981 2.78453 2.81848 1.15081 39
37.2628 171.875 44.4234 468.75 abd_3.txt 12.5168 406.506 26.6756 60.6968 3633 227 421.875 1125 2343.75 3031.25 130.999 2.15353 10.67 3.67496 5
29.7498 171.875 40.7625 484.375 abd_3.txt 15.7674 303.149 56.7518 124.11 3196 199 421.875 1437.5 2359.38 3156.25 63.8067 1.25297 3.8683 1.35566 6
32.4309 171.875 34.6393 531.25 abd_3.txt 40.1511 297.755 91.2172 138.365 3332 208 375 718.75 2359.38 3062.5 29.3335 5.14988 2.84561 1.73795 17
38.3582 171.875 38.6452 343.75 abd_3.txt 62.4061 122.285 108.633 147.479 3236 202 390.625 453.125 2296.88 2812.5 42.4347 35.0416 2.92414 2.47015 23
20.0387 93.75 38.3784 343.75 abd_3.txt 296.847 31.9139 115.564 168.659 3251 203 171.875 437.5 2421.88 3062.5 21.0022 49.2227 2.8859 1.93248 13
34.4039 171.875 36.4876 328.125 abd_3.txt 239.016 29.3527 131.892 197.243 3338 208 265.625 453.125 2421.88 2828.12 25.7704 56.2469 3.67821 3.12727 12
36.7967 156.25 38.48 468.75 abd_3.txt 136.063 27.8088 90.97 93.3947 3588 224 281.25 468.75 2312.5 2765.62 38.2285 77.134 4.95228 5.69732 11
35.6812 156.25 36.6954 468.75 abd_3.txt 195.729 24.8606 147.122 73.6359 3452 215 296.875 468.75 2171.88 2703.12 27.6777 66.2006 2.72266 5.30851 10
31.5103 156.25 32.6533 343.75 abd_3.txt 196.615 26.626 94.3133 80.5545 3427 214 312.5 468.75 2109.38 2734.38 25.4386 57.0799 3.18951 3.61634 11
31.651 156.25 33.7351 484.375 abd_3.txt 167.393 37.0484 78.9317 90.7172 3322 207 390.625 468.75 2125 2796.88 31.1609 39.6805 3.02467 2.67528 15
32.7249 156.25 37.459 343.75 abd_3.txt 159.233 39.9904 55.8498 75.1192 3371 210 406.25 453.125 2031.25 2734.38 42.9462 46.8323 4.66302 3.10565 16
30.4024 156.25 36.597 343.75 abd_3.txt 47.4529 160.531 39.0368 86.1502 3252 203 390.625 531.25 1984.38 2796.88 34.2306 17.6256 5.30291 1.96787 20
36.7036 156.25 39.3893 343.75 abd_3.txt 41.4571 147.453 23.2491 41.8747 3368 210 312.5 546.875 1906.25 2703.12 56.5168 17.0046 11.5041 4.87912 18
29.5511 109.375 40.2868 328.125 abd_3.txt 24.4479 208.279 52.323 35.4349 3415 213 218.75 734.375 1703.12 2656.25 100.53 7.43938 7.69376 6.71831 9
37.4128 156.25 32.919 343.75 abd_3.txt 55.4688 92.4817 80.4252 197.209 3162 197 281.25 1562.5 2640.62 3687.5 25.9529 3.48682 2.17785 0.684516 24
39.1973 156.25 36.5399 359.375 abd_3.txt 36.1589 49.1213 81.9155 634.023 3148 196 312.5 1421.88 2578.12 2953.12 48.0514 8.91381 2.58244 0.888159 14
39.3189 171.875 39.4855 343.75 abd_3.txt 42.0403 70.9565 98.6145 614.79 3151 197 312.5 1359.38 2671.88 3156.25 47.2732 6.7058 2.08243 0.73745 17
41.8328 171.875 36.8473 343.75 abd_3.txt 38.1949 175.345 163.282 324.125 3117 195 265.625 1000 2531.25 2859.38 48.9684 4.75371 1.91772 1.31246 15
33.3712 125 43.0063 359.375 abd_3.txt 23.0086 190.187 103.297 1375.3 3242 202 218.75 1187.5 2609.38 3156.25 93.063 3.56555 2.7582 1.15655 9
29.2217 140.625 32.6847 375 abd_3.txt 25.0088 153.223 223.794 67.2051 3155 197 218.75 937.5 1875 2781.25 50.6443 3.94803 1.36039 2.51294 9
33.1874 125 41.7968 359.375 abd_3.txt 24.2052 118.746 287.723 66.311 3255 203 218.75 921.875 1906.25 2843.75 81.4907 7.23862 1.65494 4.27009 10
27.6186 125 37.5277 359.375 abd_3.txt 31.2757 137.109 222.251 84.0824 3304 206 234.375 937.5 1921.88 2875 47.991 5.31248 1.68478 2.81707 12
28.3732 125 39.0104 203.125 abd_3.txt 36.3897 130.88 222.039 70.2614 3303 206 218.75 828.125 1953.12 2875 46.0014 5.93951 1.40748 3.61076 15
28.9039 125 39.1865 203.125 abd_3.txt 30.7006 124.081 177.627 54.4963 3405 213 218.75 859.375 2015.62 2890.62 49.743 5.5356 1.74913 5.05664 12
26.4018 125 38.0841 203.125 abd_3.txt 47.0416 124.697 209.077 55.854 3274 204 234.375 828.125 2046.88 2921.88 35.9436 6.42302 1.53899 4.29508 20
26.2725 125 38.4891 390.625 abd_3.txt 54.3373 91.3945 271.386 68.8551 3276 204 265.625 796.875 2093.75 2906.25 41.8779 12.4495 1.58291 3.88587 25
20.4278 125 35.984 390.625 abd_3.txt 79.2697 73.0076 186.804 101.915 3135 196 281.25 796.875 1765.62 2828.12 20.5909 12.6405 1.61647 1.63376 70
22.0574 125 35.1075 390.625 abd_3.txt 66.2923 30.6206 164.491 100.609 3222 201 281.25 812.5 1828.12 2765.62 22.9819 26.5877 1.76813 1.91754 13
20.0441 140.625 33.001 406.25 abd_3.txt 86.8747 55.9993 213.221 119.804 3222 201 296.875 843.75 1812.5 2765.62 15.6668 14.0088 1.51129 1.70585 37
34.2092 203.125 33.7 609.375 abd_3.txt 58.116 61.8859 493.341 85.8973 3326 208 343.75 1000 1593.75 2640.62 21.9251 11.8986 1.55661 2.43026 52
33.029 203.125 32.1334 421.875 abd_3.txt 43.318 48.3759 599.338 58.0509 3350 209 359.375 1046.88 1437.5 2625 26.5971 13.5643 2.23441 3.40118 36
32.2877 203.125 35.3695 421.875 abd_3.txt 27.7972 43.2423 42.362 64.403 3430 214 390.625 1171.88 2609.38 3406.25 45.1119 10.8323 4.23386 2.28759 11
32.2942 187.5 40.069 406.25 abd_3.txt 17.1742 38.2294 34.6171 76.0818 3418 213 390.625 1250 2625 3421.88 61.1425 8.50289 4.39261 1.76786 6
36.8238 187.5 33.1219 375 abd_3.txt 53.3843 79.6007 33.5603 101.818 3204 200 375 1078.12 2625 3453.12 36.9951 5.91625 3.88761 1.15506 36
28.0586 125 38.8994 203.125 abd_3.txt 15.8777 203.948 243.625 284.41 2986 186 203.125 1046.88 2093.75 2937.5 76.7306 2.63126 1.30812 0.946304 7
30.0663 125 39.857 203.125 abd_3.txt 10.5817 147.106 237.273 291.195 2955 184 203.125 1046.88 2109.38 2921.88 107.204 3.26624 1.24909 0.891814 4
35.8604 125 44.3858 203.125 abd_3.txt 6.35428 194.104 184.278 240.775 3055 191 187.5 1000 2015.62 2671.88 237.078 3.28003 1.99604 1.20114 2
28.1599 125 37.9011 203.125 abd_3.txt 10.8269 154.782 153.582 240.766 3013 188 187.5 1046.88 2093.75 3031.25 94.5259 2.76769 1.62207 0.945855 5
31.8441 109.375 46.975 187.5 abd_3.txt 5.98542 136.745 295.366 776.823 3015 188 187.5 1343.75 2625 2750 186.055 3.15118 1.12208 1.06788 3
27.3987 125 36.0359 203.125 abd_3.txt 12.2755 154.524 294.048 267.968 3111 194 187.5 1187.5 2109.38 2937.5 72.0206 2.27888 1.02532 0.902189 5
26.7128 109.375 41.2746 187.5 abd_3.txt 8.11727 183.546 293.243 1020.91 3201 200 187.5 1343.75 2484.38 3015.62 104.571 1.736 0.967816 0.879934 3
29.0615 109.375 44.2319 187.5 abd_3.txt 8.5844 205.001 216.355 236.256 3023 189 187.5 1093.75 1968.75 2890.62 125.439 2.31321 1.41459 0.977267 3
22.9583 125 33.3149 203.125 abd_3.txt 31.7414 158.34 221.296 355.059 3038 190 218.75 1156.25 2078.12 2796.88 30.6152 3.00661 1.56966 0.902252 13
19.2091 125 31.8665 203.125 abd_3.txt 461.834 47.3649 118.342 211.6 3047 190 125 375 1765.62 2718.75 13.4776 24.9125 2.40689 0.965762 19
38.8831 203.125 40.7897 437.5 abd_3.txt 19.8363 36.2194 149.908 237.277 3220 201 406.25 1859.38 2843.75 3703.12 73.7991 6.20325 1.24467 0.708021 8
34.7796 203.125 37.8051 437.5 abd_3.txt 20.679 235.431 52.1359 168.471 3267 204 406.25 750 1906.25 2937.5 47.2076 5.22164 4.67429 1.20621 9
35.7059 203.125 0 0 abd_3.txt 19.431 235.144 27.8126 67.0572 3484 217 406.25 531.25 1906.25 2828.12 82.7791 23.0016 10.8622 3.74421 8
30.1787 218.75 39.2233 437.5 abd_3.txt 15.6502 247.429 38.1737 58.4202 3436 214 421.875 718.75 1937.5 2812.5 57.0716 5.4351 6.63214 3.48467 7
31.8444 218.75 41.9087 437.5 abd_3.txt 11.9149 186.926 22.8324 37.3257 3674 229 421.875 765.625 1953.12 2781.25 77.0959 5.5902 11.7577 6.46546 4
29.1297 218.75 40.9365 437.5 abd_3.txt 11.5549 259.287 33.5464 43.7318 3638 227 421.875 718.75 1984.38 2765.62 69.5768 5.01782 8.12433 5.83747 5
29.2324 218.75 39.0171 437.5 abd_3.txt 9.02382 315.286 67.836 68.665 3649 228 421.875 875 1984.38 2750 74.3785 2.8646 4.85442 4.20599 4
32.5504 218.75 39.852 437.5 abd_3.txt 12.0581 98.4521 120.93 907.548 3661 228 421.875 2078.12 2656.25 2734.38 70.6753 5.16574 4.27277 3.76213 5
18.7633 140.625 31.3195 406.25 abd_3.txt 374.81 28.7582 85.3582 116.183 3369 210 312.5 406.25 2140.62 2484.38 19.5623 34.0433 5.45108 4.05154 12
34.7413 187.5 25.2459 437.5 abd_3.txt 72.6344 52.459 174.036 291.901 3216 201 343.75 2390.62 2781.25 3687.5 14.5876 6.30057 2.74474 0.828453 38
28.6431 140.625 36.5004 218.75 abd_3.txt 14.5092 181.19 106.184 138.725 3128 195 218.75 1015.62 1968.75 2781.25 61.4344 2.48347 2.41853 1.3367 6
29.6388 171.875 32.9001 250 abd_3.txt 24.0726 251.004 63.9207 131.248 3310 207 250 921.875 2015.62 2765.62 39.1906 2.4031 4.39914 1.82854 10
38.0454 218.75 40.5617 437.5 abd_3.txt 28.9337 79.3508 219.512 516.828 3870 242 375 2062.5 2437.5 2765.62 42.5892 11.9117 6.59965 3.7881 11
35.9591 218.75 35.148 437.5 abd_3.txt 42.425 149.354 89.1276 138.382 3629 226 328.125 1921.88 2234.38 3109.38 27.0967 6.04404 8.5856 1.93766 17
40.3148 203.125 32.503 437.5 abd_3.txt 46.0556 45.4191 118.014 160.231 3832 239 296.875 1953.12 2468.75 3250 29.565 12.7137 5.40782 1.70407 19
36.3691 203.125 34.13 437.5 abd_3.txt 50.3958 56.6084 133.165 287.108 3675 229 296.875 2015.62 2687.5 3312.5 21.9447 9.08373 4.15514 1.28375 21
34.0012 203.125 38.4616 437.5 abd_3.txt 46.8696 562.527 49.5958 74.7134 3781 236 390.625 1468.75 2062.5 2765.62 29.1518 2.45884 11.3537 5.6258 18
20.5683 0 23.6075 437.5 abd_3.txt 55.9354 135.075 181.885 50.7186 4574 286 203.125 1156.25 2359.38 2734.38 8.64759 1.69321 2.41666 7.00281 55
25.2357 218.75 26.3994 296.875 abd_3.txt 33.2349 183.26 395.094 131.018 3315 207 281.25 1062.5 2296.88 2765.62 19.9413 2.06866 1.12779 1.91749 14
29.3121 156.25 35.33 234.375 abd_3.txt 33.7878 281.911 237.566 60.2751 3670 229 296.875 875 2062.5 2515.62 39.9257 3.86996 3.20023 8.37697 13
31.0612 187.5 33.6364 406.25 abd_3.txt 25.2338 314.871 63.3132 110.334 3513 219 343.75 1015.62 2406.25 3156.25 29.7331 2.01257 5.09769 2.45096 11
32.4699 187.5 42.3626 406.25 abd_3.txt 12.0346 270.568 42.0466 79.3617 3694 231 375 546.875 2234.38 2703.12 120.478 14.2602 12.6428 8.05828 5
25.5198 171.875 39.7211 390.625 abd_3.txt 7.98969 286.3 48.7169 118.874 3563 222 375 859.375 2218.75 2734.38 68.9046 2.31482 7.618 3.94039 3
30.1385 187.5 42.7328 390.625 abd_3.txt 9.11071 30.5078 48.7513 32.9953 3758 235 375 2140.62 2609.38 3296.88 111.04 16.3743 11.4776 6.22207 3
28.3981 171.875 0 0 abd_3.txt 16.4704 538.906 80.7996 65.4646 3553 222 375 421.875 2031.25 2531.25 43.4996 22.8733 5.48988 6.67017 7
33.5869 171.875 35.8185 390.625 abd_3.txt 19.3554 322.575 72.5246 42.3699 3582 224 359.375 718.75 1906.25 2515.62 56.131 5.07716 6.17217 8.72028 8
26.9168 140.625 37.3503 359.375 abd_3.txt 544.677 20.1884 81.2399 47.5612 3501 218 203.125 359.375 1703.12 2515.62 17.6945 57.7071 5.14453 6.34029 8
32.5645 171.875 35.7499 390.625 abd_3.txt 16.1059 62.209 56.7567 58.3986 3387 211 390.625 1500 2453.12 3312.5 56.0334 5.2382 3.92663 2.23928 6
30.9388 171.875 40.0269 390.625 abd_3.txt 13.0886 45.9211 42.9953 35.6697 3426 214 375 1375 2484.38 3343.75 99.4481 7.7057 4.41844 3.31047 5
31.8794 171.875 38.0293 390.625 abd_3.txt 10.4276 39.2224 54.8634 82.5025 3149 197 375 1234.38 2500 3281.25 92.2623 7.77131 2.76566 1.53736 4
33.0218 187.5 40.1627 390.625 abd_3.txt 8.31861 41.8239 58.2851 85.8427 3087 193 359.375 1265.62 2437.5 3328.12 126.407 7.21684 2.44055 1.28948 3
37.1505 187.5 43.052 390.625 abd_3.txt 8.31663 103.137 81.682 128.382 2922 182 359.375 1109.38 2484.38 3375 155.882 4.38427 1.80778 0.963064 4
36.8181 187.5 42.9023 390.625 abd_3.txt 13.8104 164.037 136.751 211.778 2985 186 359.375 1156.25 2421.88 3437.5 89.2366 3.40745 1.45637 0.756068 6
38.0353 187.5 40.9628 406.25 abd_3.txt 31.2259 171.561 213.271 236.952 2906 181 328.125 984.375 2390.62 3375 52.7445 4.8444 1.06812 0.793745 12
28.8326 140.625 38.0043 406.25 abd_3.txt 28.3836 112.863 223.375 433.394 2926 183 250 828.125 2218.75 3062.5 59.0613 7.33518 1.18826 0.810509 11
33.2002 156.25 29.2971 234.375 abd_3.txt 33.9742 154.047 244.644 323.763 3015 188 218.75 1078.12 2187.5 2734.38 30.4197 3.02685 1.36838 1.02351 14
41.2199 109.375 52.6103 187.5 abd_3.txt 8.56955 176.76 854.726 79.364 3218 201 171.875 1031.25 1687.5 2343.75 339.163 5.26915 1.97961 3.73428 4
34.8629 156.25 32.2391 234.375 abd_3.txt 20.5395 156.038 136.775 252.051 3089 193 203.125 1093.75 2171.88 3218.75 50.9142 2.8158 1.85334 0.918586 8
34.9342 140.625 40.2192 218.75 abd_3.txt 14.0131 89.9579 188.89 90.8861 3710 232 203.125 1187.5 1906.25 2437.5 93.5176 7.8877 4.24709 5.024 5
24.6879 0 30.8916 203.125 abd_3.txt 55.8649 114.38 169.923 84.7586 3613 225 234.375 1171.88 1968.75 2609.38 15.0666 4.37284 2.97225 3.9723 48
28.3921 0 34.5798 187.5 abd_3.txt 33.883 76.2524 163.212 43.7006 3845 240 203.125 1140.62 1937.5 2593.75 29.16 6.57708 3.09628 7.73017 13
13.5911 156.25 21.6924 390.625 abd_3.txt 51.3977 111.106 165.364 244.184 4349 271 296.875 1421.88 2375 3078.12 5.62357 1.90865 1.65473 1.30672 62
19.5146 328.125 19.8396 406.25 abd_3.txt 87.474 111.318 122.083 165.405 4162 260 375 1687.5 2359.38 2906.25 6.63945 4.29732 4.44247 2.09966 239
21.0218 343.75 17.0881 437.5 abd_3.txt 90.1803 130.319 102.058 208.522 4043 252 406.25 1640.62 2453.12 3171.88 6.22249 3.26599 3.79092 1.25038 237
25.6883 187.5 25.1444 265.625 abd_3.txt 42.5711 204.78 304.63 298.742 3197 200 312.5 1125 2250 2750 17.6462 2.39878 1.3521 1.20544 18
27.639 140.625 0 0 abd_3.txt 432.367 12.3332 61.232 117.977 3435 214 218.75 234.375 2390.62 2859.38 69.1699 84.2852 5.85507 4.74821 5
33.6822 187.5 30.9689 437.5 abd_3.txt 16.024 234.601 40.7248 159.123 3530 220 234.375 765.625 2421.88 2781.25 54.1487 2.29111 9.23753 3.98044 7
25.3688 140.625 37.5175 218.75 abd_3.txt 25.7305 251.417 33.518 152.262 3626 226 234.375 671.875 2406.25 2750 40.0559 3.10871 11.804 4.27616 11
26.7728 140.625 37.3531 218.75 abd_3.txt 30.0747 282.123 32.5815 176.691 3794 237 250 625 2390.62 2796.88 41.5672 4.24499 13.3025 4.45926 12
26.6062 140.625 36.7516 218.75 abd_3.txt 31.7234 327.581 34.6255 194.824 3707 231 250 593.75 2375 2843.75 40.6555 4.77994 12.585 4.31231 13
31.0379 156.25 33.1307 421.875 abd_3.txt 28.6611 313 67.518 188.765 3721 232 234.375 750 2359.38 2687.5 46.4303 3.21929 8.36086 4.94128 12
27.1769 125 40.4694 203.125 abd_3.txt 31.8396 367.143 247.977 57.8367 3246 203 234.375 828.125 1750 2671.88 49.0717 3.39279 1.73932 4.28906 12
25.7456 125 38.5839 203.125 abd_3.txt 25.9477 266.926 255.588 24.6946 3319 207 234.375 984.375 1718.75 2671.88 45.1329 2.67061 1.47955 6.77351 10
27.1029 125 40.2282 203.125 abd_3.txt 28.373 282.706 178.41 11.9093 3238 202 250 734.375 1828.12 2671.88 54.4319 4.32769 1.74494 13.4787 11
25.8288 125 38.3957 203.125 abd_3.txt 28.989 439.248 357.595 21.8026 3414 213 250 953.125 1500 2671.88 46.6067 2.60976 1.47873 9.22311 12
33.7593 140.625 43.3542 375 abd_3.txt 26.756 340.943 700.469 30.4663 3590 224 250 875 1703.12 2656.25 70.9269 3.67038 1.25475 11.1683 11
28.2492 125 39.7699 375 abd_3.txt 30.148 188.327 54.6314 138.118 3572 223 265.625 1375 2640.62 3109.38 51.9375 2.16571 6.00979 2.1073 11
27.5947 125 37.7793 375 abd_3.txt 35.7752 256.084 75.6988 121.344 3548 221 265.625 1390.62 2718.75 3093.75 42.6956 1.69843 4.97526 2.84445 15
36.8912 187.5 31.2427 390.625 abd_3.txt 55.5502 474.454 102.893 51.6526 3494 218 281.25 937.5 1312.5 2796.88 27.9381 5.04711 5.41993 4.4912 24
35.1942 171.875 33.935 375 abd_3.txt 43.8025 49.8603 93.0374 83.5861 3484 217 328.125 1265.62 2750 3093.75 31.0257 9.13215 4.25146 4.0438 17
36.8907 171.875 39.1415 359.375 abd_3.txt 42.0934 59.7845 72.243 74.8515 3610 225 375 1171.88 2703.12 3156.25 39.51 8.77455 4.99796 4.48004 17
38.437 171.875 39.5178 359.375 abd_3.txt 48.3471 154.778 54.9868 77.7427 3398 212 406.25 1234.38 2671.88 3343.75 41.5079 4.1292 4.45385 2.32653 20
36.9516 171.875 35.3709 359.375 abd_3.txt 60.9827 191.878 213.8 58.1134 3240 202 359.375 703.125 1593.75 2687.5 31.9241 10.379 2.03782 3.18851 27
39.2059 171.875 41.3964 359.375 abd_3.txt 46.1265 199.454 399.861 27.4841 3377 211 359.375 781.25 1187.5 2671.88 55.2374 10.8598 3.42805 7.485 19
35.7804 171.875 33.3047 359.375 abd_3.txt 43.8818 553.295 222.057 54.2398 3292 205 359.375 453.125 1343.75 2640.62 33.8401 20.9547 2.45944 4.17702 17
