Filename,Segment_label,A1hz,A1dB,F0,H1,H2,P0,A1-P0,P1Hz,P1,A1-P1F1,Time
Bd_336,aa,406.25,45.19,125.00,41.48,43.61,29.04,16.15,1000.00,28.36,16.83,2.00
Bd_00,i,234.38,37.61,109.38,32.36,38.53,12.71,24.89,1000.00,8.50,29.11,2.00
Bd_00,oh,437.50,46.95,108.89,40.98,44.78,36.07,10.88,937.50,23.59,23.36,2.00
Bd_02,ee,281.25,28.15,156.25,34.76,28.15,34.76,-6.61,875.00,2.61,25.53,2.00
Bd_05,aa,468.75,39.28,187.50,47.33,53.29,17.30,21.98,875.00,38.49,0.79,2.00
Bd_05,i,312.50,47.34,93.75,42.91,47.21,34.40,12.95,906.25,10.21,37.13,2.00
Bd_06,A,562.50,10.40,156.25,17.66,12.47,22.69,-12.29,937.50,-0.35,10.75,2.00
Bd_06,ee,375.00,39.99,132.10,39.50,42.78,37.39,2.60,937.50,16.01,23.98,2.00
Bd_06,oh,375.00,46.11,125.00,51.86,45.47,51.86,-5.75,1000.00,29.13,16.98,2.00
Bd_06,oh,250.00,50.27,125.00,44.69,50.74,34.47,15.81,937.50,16.65,33.63,2.00
Bd_06,i,375.00,49.11,130.92,41.39,48.80,39.64,9.46,937.50,12.93,36.18,2.00
Bd_06,oh,312.50,37.43,125.00,42.89,48.02,30.52,6.91,906.25,12.01,25.42,2.00
Bd_06,A,500.00,47.36,125.00,42.68,44.59,22.22,25.14,906.25,19.91,27.46,2.00
Bd_06,i,277.34,40.99,117.19,30.93,40.93,12.73,28.26,981.45,5.34,35.65,2.00
Bd_07,i,562.50,56.63,156.25,46.82,48.14,20.88,35.76,1000.00,48.26,8.37,2.00
Bd_08,A,640.63,37.23,125.00,47.96,53.75,-2.57,39.79,906.25,29.39,7.83,2.00
Bd_09,i,312.50,27.44,88.63,24.15,26.52,14.77,12.66,937.50,-2.46,29.90,2.00
Bd_09,ee,281.25,50.07,125.00,43.06,50.32,35.09,14.98,906.25,9.13,40.94,2.00
Bd_09,oh,562.50,24.43,156.25,8.03,27.17,10.45,13.98,1000.00,17.08,7.34,2.00
Bd_09,i,312.50,44.64,125.00,42.67,49.12,35.71,8.93,937.50,8.40,36.24,2.00
Bd_09,ee,734.38,53.87,125.00,47.33,47.16,53.87,0.00,984.38,47.65,6.21,2.00
Bd_09,A,312.50,36.56,102.56,39.85,40.20,37.03,-0.47,937.50,21.56,14.99,2.00
Bd_10,A,281.25,53.55,154.45,44.02,53.55,34.08,19.46,968.75,29.28,24.27,2.00
Bd_10,oh,250.00,34.73,125.00,32.50,34.73,3.87,30.86,968.75,6.34,28.40,2.00
Bd_10,ee,2109.38,24.86,156.25,20.18,24.23,14.06,10.81,1015.63,2.73,22.14,2.00
Bd_10,A,437.50,17.12,93.75,36.87,34.15,36.87,-19.75,906.25,18.07,-0.95,2.00
Bd_100,aa,562.50,40.77,171.14,50.03,45.11,50.03,-9.26,875.00,33.54,7.22,2.00
Bd_100,A,500.00,52.19,125.00,43.02,48.36,32.90,19.29,906.25,32.16,20.03,2.00
Bd_100,A,832.03,33.38,97.66,45.47,44.74,45.47,-12.10,917.97,29.72,3.66,2.00
Bd_101,i,531.25,53.32,125.00,49.12,49.35,23.89,29.43,906.25,32.77,20.55,2.00
Bd_101,aa,468.75,58.31,156.25,47.33,51.13,17.88,40.43,937.50,41.27,17.05,2.00
Bd_102,ee,812.50,35.73,125.00,44.62,29.89,44.62,-8.90,1000.00,32.09,3.63,2.00
Bd_103,oh,562.50,55.90,155.84,47.58,49.25,20.51,35.39,1000.00,47.79,8.11,2.00
Bd_103,i,343.75,22.16,218.75,47.10,39.36,47.10,-24.93,843.75,18.18,3.98,2.00
Bd_104,A,312.50,54.40,156.25,50.38,54.40,13.15,41.25,937.50,8.90,45.49,2.00
Bd_104,oh,343.75,36.06,125.00,40.60,36.54,40.60,-4.55,906.25,16.90,19.15,2.00
Bd_105,ee,312.50,53.73,156.25,49.96,54.43,20.00,33.72,875.00,28.05,25.68,2.00
Bd_105,oh,812.50,25.57,125.00,45.29,50.46,33.51,-7.95,1000.00,28.94,-3.37,2.00
Bd_105,oh,1640.63,7.31,140.63,9.75,12.00,18.59,-11.28,968.75,-1.09,8.40,2.00
Bd_105,A,437.50,54.22,156.25,47.03,48.77,17.85,36.37,906.25,23.53,30.69,2.00
Bd_11,i,281.25,42.12,156.25,40.67,42.12,8.37,33.75,1000.00,19.31,22.81,2.00
Bd_11,aa,390.63,42.39,125.00,50.21,44.01,50.21,-7.82,906.25,25.12,17.28,2.00
Bd_11,i,437.50,24.06,156.25,35.73,30.17,37.79,-13.73,875.00,5.57,18.50,2.00
Bd_110,i,343.75,59.12,187.50,49.46,59.12,12.03,47.09,1031.25,39.80,19.32,2.00
Bd_111,i,312.50,26.32,156.25,42.48,27.46,42.48,-16.16,875.00,1.89,24.43,2.00
Bd_111,i,1031.25,3.85,125.00,14.23,23.55,12.10,-8.25,906.25,12.43,-8.58,2.00
Bd_111,i,265.63,40.12,93.75,39.91,40.67,4.67,35.45,906.25,7.92,32.20,2.00
Bd_111,ee,265.63,24.54,93.75,37.38,32.42,38.09,-13.55,984.38,-3.39,27.93,2.00
Bd_112,i,312.50,19.24,203.13,44.26,35.51,44.26,-25.02,953.13,5.51,13.73,2.00
Bd_112,oh,609.38,52.34,125.00,46.21,46.80,9.30,43.04,1000.00,30.18,22.16,2.00
Bd_113,i,375.00,52.51,187.50,52.56,52.51,52.56,-0.05,937.50,22.74,29.77,2.00
Bd_113,ee,1312.50,11.54,125.00,6.52,22.64,5.30,6.24,1000.00,-4.19,15.73,2.00
Bd_113,A,406.25,50.49,152.97,45.41,47.88,27.50,22.98,968.75,15.30,35.19,2.00
Bd_113,A,531.25,30.55,93.75,42.13,43.41,16.81,13.74,906.25,23.65,6.90,2.00
Bd_115,oh,375.00,47.23,125.00,46.39,47.99,8.75,38.48,968.75,35.35,11.89,2.00
Bd_115,A,375.00,41.67,125.00,43.95,47.31,38.99,2.68,1000.00,31.57,10.10,2.00
Bd_115,A,437.50,51.86,170.70,46.44,49.45,38.83,13.04,875.00,22.68,29.18,2.00
Bd_116,ee,312.50,40.38,125.00,46.58,48.28,41.07,-0.70,1000.00,16.25,24.13,2.00
Bd_117,ee,437.50,51.64,109.38,44.28,47.34,28.04,23.59,906.25,36.97,14.66,2.00
Bd_117,aa,375.00,21.08,156.25,34.47,29.95,36.21,-15.14,968.75,0.87,20.21,2.00
Bd_117,i,363.28,27.55,128.91,35.37,28.35,35.37,-7.82,902.34,6.76,20.80,2.00
Bd_12,oh,1734.38,11.02,140.63,11.46,24.59,21.55,-10.53,890.63,8.87,2.15,2.00
Bd_120,i,531.25,56.02,187.50,49.74,51.07,10.18,45.83,875.00,27.65,28.36,2.00
Bd_121,i,703.13,45.67,125.00,45.67,43.99,46.53,-0.86,937.50,35.17,10.50,2.00
Bd_121,i,1156.25,11.43,156.25,38.47,26.04,38.47,-27.04,906.25,4.78,6.65,2.00
Bd_122,i,375.00,52.38,187.50,50.13,52.38,19.29,33.09,937.50,20.66,31.72,2.00
Bd_122,ee,265.63,28.01,93.75,37.34,39.55,10.68,17.33,984.38,2.67,25.34,2.00
Bd_123,i,312.50,47.50,125.00,44.89,48.61,34.83,12.67,937.50,10.81,36.69,2.00
Bd_125,A,500.00,50.28,156.25,42.40,45.53,21.96,28.32,968.75,40.59,9.69,2.00
Bd_125,ee,343.75,42.83,125.00,43.94,49.37,37.64,5.19,968.75,19.83,23.00,2.00
Bd_126,ee,500.00,50.61,125.00,43.27,43.66,42.33,8.28,937.50,26.51,24.10,2.00
Bd_126,i,281.25,54.73,140.63,48.21,54.73,12.03,42.69,968.75,22.76,31.96,2.00
Bd_126,A,312.50,53.15,156.25,53.30,53.15,53.30,-0.15,906.25,24.97,28.18,2.00
Bd_129,oh,187.50,44.57,171.88,45.42,25.10,45.42,-0.86,1031.25,0.71,43.86,2.00
Bd_129,A,406.25,29.69,93.75,42.75,42.28,42.75,-13.06,906.25,20.08,9.61,2.00
Bd_13,oh,2015.63,7.91,156.25,16.22,25.59,14.28,-6.37,890.63,8.27,-0.36,2.00
Bd_13,A,593.75,22.91,93.75,38.79,35.40,38.79,-15.88,906.25,21.68,1.23,2.00
Bd_130,ee,562.50,48.37,125.00,43.46,44.04,8.09,40.28,937.50,38.23,10.14,2.00
Bd_131,ee,531.25,49.74,125.00,44.62,47.83,36.17,13.57,906.25,35.29,14.45,2.00
Bd_131,i,437.50,47.54,156.25,46.76,49.14,16.80,30.75,1000.00,40.12,7.43,2.00
Bd_134,oh,406.25,58.25,140.63,51.67,54.39,1.52,56.73,953.13,21.56,36.69,2.00
Bd_134,oh,593.75,54.56,156.25,49.42,50.54,17.73,36.83,875.00,37.09,17.46,2.00
Bd_135,A,296.88,44.91,109.38,48.97,54.04,17.73,27.18,937.50,18.67,26.24,2.00
Bd_135,i,312.50,43.39,93.75,41.82,44.81,9.88,33.51,968.75,16.75,26.65,2.00
Bd_136,i,625.00,46.59,125.00,46.58,47.67,27.52,19.07,1000.00,37.74,8.86,2.00
Bd_137,i,375.00,50.66,187.50,46.68,51.75,9.72,40.95,875.00,21.99,28.67,2.00
Bd_137,i,218.75,25.95,125.00,39.87,32.94,39.87,-13.93,968.75,-1.82,27.77,2.00
Bd_138,A,718.75,54.30,125.00,46.06,47.20,9.59,44.71,953.13,47.73,6.57,2.00
Bd_139,A,437.50,45.00,136.67,47.33,50.24,38.74,6.26,937.50,27.47,17.53,2.00
Bd_139,ee,312.50,50.18,125.00,45.96,51.72,40.80,9.38,937.50,22.54,27.65,2.00
Bd_139,A,281.25,51.29,140.63,49.23,51.29,3.97,47.32,1000.00,16.21,35.07,2.00
Bd_139,ee,843.75,44.60,187.50,51.54,55.92,9.49,35.11,875.00,43.33,1.26,2.00
Bd_14,A,593.75,58.17,156.25,49.52,49.53,18.42,39.75,906.25,44.30,13.87,2.00
Bd_140,A,437.50,21.51,93.75,39.66,38.81,39.66,-18.14,906.25,19.70,1.82,2.00
Bd_141,i,1093.75,33.60,187.50,52.38,56.93,7.45,26.15,937.50,27.82,5.78,2.00
Bd_141,oh,265.63,55.43,140.63,49.01,55.43,11.90,43.52,953.13,9.22,46.21,2.00
Bd_142,i,375.00,28.50,125.00,35.60,37.64,14.32,14.17,937.50,4.91,23.58,2.00
Bd_142,ee,1203.13,5.43,93.75,7.61,13.51,16.10,-10.67,937.50,-0.17,5.60,2.00
Bd_144,E,312.50,44.71,187.50,48.85,44.71,48.85,-4.14,875.00,11.52,33.19,2.00
Bd_146,ee,281.25,52.06,125.00,46.42,52.06,23.64,28.43,968.75,16.97,35.09,2.00
Bd_147,i,375.00,47.51,156.25,43.52,49.84,12.57,34.94,875.00,18.76,28.76,2.00
Bd_147,i,343.75,45.84,100.04,39.00,43.84,22.51,23.33,937.50,16.25,29.59,2.00
Bd_147,ee,312.50,41.11,125.00,42.69,47.36,34.75,6.36,906.25,17.11,24.00,2.00
Bd_147,i,656.25,41.29,125.00,42.15,42.80,8.97,32.31,906.25,36.47,4.82,2.00
Bd_147,A,671.88,55.78,171.88,46.58,47.03,3.28,52.50,1000.00,41.06,14.72,2.00
Bd_147,oh,281.25,46.30,125.00,43.25,50.40,22.64,23.66,1000.00,25.14,21.15,2.00
Bd_148,i,406.25,47.85,140.63,45.00,50.88,5.85,42.00,953.13,25.92,21.93,2.00
Bd_148,A,1281.25,14.53,93.75,34.75,36.46,29.33,-14.80,906.25,16.66,-2.12,2.00
Bd_149,ee,312.50,41.96,125.00,41.92,47.94,38.55,3.42,1000.00,15.86,26.10,2.00
Bd_15,i,375.00,55.46,187.50,51.07,55.46,14.22,41.24,937.50,22.83,32.63,2.00
Bd_15,A,406.25,52.51,125.00,45.88,49.15,25.91,26.60,937.50,28.30,24.20,2.00
Bd_15,A,468.75,52.32,156.25,47.61,48.74,11.09,41.23,968.75,18.66,33.66,2.00
Bd_15,ee,375.00,51.01,125.00,49.82,51.57,9.49,41.52,984.38,18.25,32.76,2.00
Bd_15,A,615.23,33.62,92.77,45.71,41.98,48.99,-15.38,961.91,25.92,7.70,2.00
Bd_150,A,406.25,43.77,187.50,47.16,47.85,18.74,25.03,937.50,22.59,21.18,2.00
Bd_150,A,1062.50,19.34,156.25,36.66,33.92,36.66,-17.33,968.75,16.86,2.47,2.00
Bd_150,oh,281.25,53.76,125.00,45.53,53.76,11.48,42.28,968.75,26.88,26.87,2.00
Bd_150,i,312.50,51.46,156.25,48.18,51.46,14.04,37.42,937.50,10.97,40.49,2.00
Bd_151,A,1384.77,18.42,93.75,47.08,48.86,2.17,16.25,927.73,15.18,3.24,2.00
Bd_152,A,406.25,43.04,203.13,30.14,43.04,10.03,33.01,906.25,11.66,31.39,2.00
Bd_152,oh,437.50,36.80,187.50,46.58,47.86,17.27,19.53,968.75,32.41,4.40,2.00
Bd_154,oh,531.25,46.50,125.00,44.86,46.01,18.21,28.29,968.75,44.35,2.15,2.00
Bd_154,ee,1562.50,11.83,125.00,29.72,34.97,12.37,-0.54,937.50,8.48,3.35,2.00
Bd_154,oh,343.75,26.17,93.75,29.39,29.17,32.20,-6.03,906.25,3.78,22.39,2.00
Bd_155,ee,265.63,27.05,93.75,35.85,35.39,35.85,-8.80,937.50,-1.91,28.96,2.00
Bd_157,i,1875.00,15.68,156.25,17.39,16.28,22.73,-7.05,890.63,2.34,13.33,2.00
Bd_157,ee,281.25,33.27,93.75,36.06,35.32,36.06,-2.80,906.25,-7.84,41.10,2.00
Bd_158,i,312.50,42.83,165.40,47.25,42.83,47.25,-4.41,875.00,14.81,28.02,2.00
Bd_158,i,2140.63,16.13,171.88,15.22,12.20,24.47,-8.34,1031.25,2.34,13.79,2.00
Bd_158,A,500.00,42.25,125.00,39.74,39.88,36.11,6.14,937.50,27.84,14.41,2.00
Bd_16,ee,375.00,39.58,125.69,46.75,53.81,20.95,18.63,968.75,22.54,17.04,2.00
Bd_16,ee,1000.00,18.51,98.51,34.62,30.80,34.62,-16.11,968.75,17.18,1.33,2.00
Bd_16,ee,437.50,46.57,125.00,33.26,39.14,37.12,9.45,1000.00,33.36,13.21,2.00
Bd_160,i,500.00,43.86,125.00,40.03,40.41,15.51,28.35,1000.00,36.67,7.19,2.00
Bd_160,aa,468.75,53.92,156.25,45.65,49.30,18.46,35.45,906.25,29.38,24.54,2.00
Bd_162,i,312.50,19.74,187.50,43.42,37.24,43.42,-23.68,875.00,9.92,9.82,2.00
Bd_162,aa,531.25,53.57,187.50,47.89,48.65,4.54,49.03,1031.25,37.79,15.78,2.00
Bd_163,A,234.38,35.51,140.63,38.73,33.75,38.73,-3.22,953.13,1.36,34.14,2.00
Bd_163,ee,406.25,47.32,125.00,48.71,50.59,16.71,30.61,1000.00,40.65,6.67,2.00
Bd_163,ee,375.00,42.18,174.48,45.22,46.14,35.54,6.64,937.50,28.91,13.27,2.00
Bd_163,ee,375.00,49.15,125.00,42.49,48.44,38.09,11.06,1000.00,19.83,29.32,2.00
Bd_163,aa,468.75,54.27,156.25,48.14,50.07,15.93,38.35,968.75,34.99,19.28,2.00
Bd_163,E,281.25,34.88,93.75,39.33,37.00,39.33,-4.45,921.88,5.50,29.39,2.00
Bd_164,ee,390.63,46.32,203.13,50.09,46.32,50.09,-3.77,1000.00,24.61,21.71,2.00
Bd_164,ee,234.38,31.48,109.38,38.75,40.43,6.52,24.96,937.50,-0.26,31.74,2.00
Bd_165,i,437.50,43.01,169.47,45.74,34.45,45.74,-2.73,875.00,25.74,17.27,2.00
Bd_165,i,1062.50,41.81,125.00,48.69,49.18,29.17,12.63,937.50,37.89,3.92,2.00
Bd_165,oh,468.75,54.07,156.25,50.69,55.86,5.08,48.98,968.75,47.02,7.05,2.00
Bd_165,ee,281.25,31.37,93.75,38.18,38.75,10.84,20.52,968.75,0.71,30.66,2.00
Bd_166,A,562.50,32.65,187.50,34.79,33.53,35.40,-2.76,1000.00,19.23,13.42,2.00
Bd_166,ee,281.25,31.97,109.38,35.79,36.97,11.18,20.79,906.25,4.97,27.01,2.00
Bd_167,ee,281.25,37.62,140.63,37.38,37.62,2.77,34.85,953.13,2.53,35.08,2.00
Bd_168,A,625.00,57.14,156.25,48.81,50.43,14.77,42.36,937.50,45.63,11.50,2.00
Bd_168,A,500.00,51.57,156.25,45.52,48.27,18.65,32.92,875.00,25.80,25.77,2.00
Bd_168,oh,437.50,27.84,125.00,36.03,36.21,30.99,-3.15,937.50,11.13,16.71,2.00
Bd_169,i,312.50,35.37,156.25,41.96,36.83,42.04,-6.67,875.00,18.34,17.03,2.00
Bd_17,ee,343.75,47.97,109.38,47.96,55.77,14.69,33.27,921.88,20.33,27.64,2.00
Bd_17,i,250.00,43.89,93.75,38.70,43.14,14.75,29.14,968.75,1.52,42.37,2.00
Bd_17,i,312.50,41.57,187.50,48.18,44.00,48.18,-6.61,875.00,16.49,25.08,2.00
Bd_17,oh,375.00,46.66,171.88,53.76,52.27,53.76,-7.10,890.63,24.55,22.11,2.00
Bd_17,oh,421.88,29.95,203.13,20.06,29.95,10.83,19.11,1046.88,2.51,27.43,2.00
Bd_170,oh,687.50,51.66,109.38,44.01,46.53,17.59,34.07,906.25,41.47,10.19,2.00
Bd_170,A,531.25,52.54,187.50,46.83,48.46,22.86,29.68,875.00,31.60,20.94,2.00
Bd_170,oh,281.25,51.28,125.00,42.12,51.28,28.11,23.18,968.75,11.23,40.05,2.00
Bd_170,A,406.25,35.90,93.75,40.45,42.14,17.15,18.76,968.75,24.87,11.03,2.00
Bd_172,A,2031.25,17.16,125.00,15.63,17.67,13.49,3.67,906.25,1.51,15.65,2.00
Bd_173,ee,312.50,44.17,156.25,45.55,44.17,45.55,-1.38,968.75,20.09,24.08,2.00
Bd_173,oh,437.50,44.70,173.88,46.16,47.03,37.51,7.19,875.00,26.33,18.37,2.00
Bd_173,oh,2218.75,26.44,126.48,9.86,15.61,12.46,13.98,937.50,1.76,24.68,2.00
Bd_173,A,531.25,22.18,93.75,36.83,35.72,36.83,-14.66,937.50,13.94,8.23,2.00
Bd_174,ee,468.75,51.52,156.25,54.73,57.22,6.32,45.20,921.88,39.17,12.34,2.00
Bd_174,ee,312.50,53.65,156.25,46.19,53.65,22.12,31.52,906.25,33.02,20.63,2.00
Bd_174,i,437.50,31.41,138.19,41.12,35.99,41.12,-9.70,1000.00,10.34,21.07,2.00
Bd_174,ee,437.50,48.23,125.00,47.53,48.16,42.08,6.15,937.50,26.20,22.03,2.00
Bd_174,oh,593.75,12.96,125.00,11.40,13.34,21.06,-8.10,968.75,6.67,6.28,2.00
Bd_175,A,546.88,52.94,140.63,45.37,48.12,2.79,50.16,953.13,30.78,22.17,2.00
Bd_175,ee,406.25,50.38,125.00,44.10,46.16,22.80,27.58,906.25,30.14,20.24,2.00
Bd_175,ee,562.50,0.86,165.48,29.44,21.79,29.44,-28.58,875.00,4.53,-3.67,2.00
Bd_175,i,656.25,48.56,156.25,45.14,46.28,18.63,29.93,968.75,43.78,4.78,2.00
Bd_176,A,375.00,35.65,128.62,41.14,37.26,41.14,-5.49,937.50,21.42,14.24,2.00
Bd_177,i,375.00,53.53,187.50,46.47,53.78,13.69,39.84,1031.25,31.88,21.65,2.00
Bd_177,i,281.25,32.76,93.75,36.90,40.75,17.86,14.90,968.75,4.59,28.17,2.00
Bd_179,ee,312.50,37.40,168.40,38.33,37.40,38.33,-0.93,875.00,9.19,28.22,2.00
Bd_179,ee,281.25,26.34,93.75,36.10,35.95,36.10,-9.77,906.25,-6.80,33.13,2.00
Bd_18,A,375.00,41.20,147.44,43.33,40.05,43.33,-2.13,937.50,10.71,30.49,2.00
Bd_180,i,375.00,37.29,172.35,42.48,41.81,43.05,-5.77,875.00,17.49,19.80,2.00
Bd_180,oh,343.75,54.71,156.25,44.77,54.71,13.07,41.64,1000.00,39.16,15.55,2.00
Bd_180,i,562.50,55.92,126.46,42.04,45.64,12.38,43.54,968.75,35.71,20.21,2.00
Bd_180,aa,531.25,46.00,125.00,40.69,43.70,5.12,40.88,937.50,33.05,12.95,2.00
Bd_180,i,375.00,30.15,125.00,24.49,28.46,22.98,7.17,937.50,15.14,15.02,2.00
Bd_180,ee,375.00,43.11,93.75,36.25,39.55,28.01,15.11,906.25,16.31,26.80,2.00
Bd_181,ee,781.25,38.14,125.00,41.58,42.81,25.93,12.21,1000.00,38.78,-0.64,2.00
Bd_181,A,1468.75,9.74,125.00,28.08,23.26,28.08,-18.35,937.50,-0.43,10.17,2.00
Bd_182,oh,500.00,45.07,156.25,48.19,47.65,48.19,-3.12,968.75,34.45,10.62,2.00
Bd_182,i,718.75,50.37,156.25,47.14,49.55,5.47,44.91,1000.00,45.80,4.57,2.00
Bd_182,ee,281.25,32.04,93.75,34.26,34.12,34.26,-2.22,906.25,1.75,30.29,2.00
Bd_183,i,250.00,34.43,125.00,34.78,34.43,34.95,-0.52,937.50,0.96,33.46,2.00
Bd_183,ee,234.38,27.60,93.75,36.84,41.13,15.25,12.35,984.38,6.88,20.72,2.00
Bd_184,i,312.50,44.99,134.19,42.72,44.99,39.32,5.67,937.50,22.74,22.25,2.00
Bd_185,aa,281.25,32.42,156.25,40.98,33.67,40.98,-8.56,968.75,-1.40,33.81,2.00
Bd_185,A,375.00,43.70,155.75,52.42,54.08,24.99,18.71,875.00,23.09,20.60,2.00
Bd_185,aa,500.00,47.94,125.00,48.90,52.11,28.42,19.52,937.50,36.16,11.77,2.00
Bd_185,i,687.50,44.76,125.00,48.26,41.62,48.26,-3.50,937.50,42.40,2.36,2.00
Bd_185,oh,343.75,56.26,187.50,53.47,56.26,22.02,34.23,906.25,21.35,34.91,2.00
Bd_185,oh,562.50,56.15,125.57,46.46,49.35,19.42,36.73,1000.00,46.43,9.72,2.00
Bd_185,ee,375.00,47.40,125.00,45.04,47.98,40.69,6.71,1000.00,30.73,16.68,2.00
Bd_186,oh,781.25,37.79,125.00,43.55,48.39,30.44,7.34,937.50,39.83,-2.04,2.00
Bd_186,ee,500.00,40.11,156.25,49.92,49.11,49.92,-9.80,1000.00,37.22,2.89,2.00
Bd_186,ee,437.50,50.31,156.25,43.98,46.28,21.48,28.83,906.25,41.52,8.79,2.00
Bd_186,oh,343.75,47.63,156.25,45.24,48.53,26.96,20.68,937.50,28.42,19.22,2.00
Bd_186,ee,218.75,22.36,125.00,36.89,28.65,36.89,-14.53,906.25,0.91,21.45,2.00
Bd_186,ee,296.88,27.92,109.38,35.77,34.81,35.77,-7.85,1000.00,0.76,27.16,2.00
Bd_187,ee,375.00,47.84,125.00,41.23,45.70,25.36,22.48,968.75,30.00,17.84,2.00
Bd_189,i,468.75,40.00,156.25,40.36,37.76,40.36,-0.36,1000.00,16.96,23.04,2.00
Bd_189,A,281.25,48.88,156.25,40.16,48.88,29.57,19.31,1000.00,16.99,31.89,2.00
Bd_189,oh,265.63,39.87,109.38,44.87,50.20,18.15,21.72,906.25,27.51,12.36,2.00
Bd_19,aa,468.75,40.66,187.50,48.26,51.98,20.02,20.64,1031.25,35.78,4.88,2.00
Bd_19,i,250.00,37.55,125.00,36.16,37.55,31.46,6.09,937.50,-0.28,37.84,2.00
Bd_19,oh,250.00,37.31,125.00,40.50,37.79,40.50,-3.19,937.50,-3.16,40.47,2.00
Bd_190,ee,750.00,48.77,156.25,45.56,48.75,23.69,25.08,906.25,39.52,9.25,2.00
Bd_190,i,375.00,48.92,187.50,45.86,48.92,21.26,27.66,875.00,26.32,22.60,2.00
Bd_191,ee,343.75,52.69,156.25,50.39,54.03,17.80,34.89,937.50,34.07,18.62,2.00
Bd_192,A,500.00,51.35,143.63,43.12,48.65,33.13,18.22,1000.00,30.50,20.85,2.00
Bd_192,ee,296.88,35.41,93.75,39.39,41.61,4.44,30.97,906.25,9.08,26.33,2.00
Bd_193,oh,2250.00,12.01,125.00,24.87,15.18,26.81,-14.80,968.75,5.80,6.21,2.00
Bd_196,i,468.75,44.96,125.00,46.44,52.18,25.84,19.12,906.25,29.89,15.07,2.00
Bd_196,ee,312.50,31.83,156.25,41.84,33.46,41.84,-10.00,875.00,12.05,19.78,2.00
Bd_196,A,2156.25,18.87,125.00,16.33,26.43,21.19,-2.33,937.50,5.00,13.87,2.00
Bd_198,A,468.75,51.67,156.25,41.61,48.56,26.63,25.04,937.50,34.51,17.16,2.00
Bd_199,A,1031.25,21.37,156.25,33.59,21.50,33.89,-12.52,1000.00,19.72,1.65,2.00
Bd_199,A,406.25,45.94,187.50,41.63,49.84,17.51,28.43,1031.25,40.03,5.91,2.00
Bd_199,ee,203.13,32.56,109.38,36.74,32.56,36.74,-4.18,1000.00,-4.52,37.08,2.00
Bd_20,i,250.00,30.20,125.00,32.84,30.20,32.84,-2.64,1000.00,-5.83,36.03,2.00
Bd_200,i,500.00,56.45,187.50,46.95,50.69,18.34,38.11,875.00,32.52,23.94,2.00
Bd_200,i,625.00,56.28,156.25,47.68,48.00,12.75,43.52,906.25,43.14,13.13,2.00
Bd_201,oh,828.13,24.24,171.88,42.71,33.41,42.71,-18.47,875.00,18.80,5.45,2.00
Bd_201,ee,281.25,33.30,93.75,42.65,44.54,19.90,13.39,968.75,5.22,28.08,2.00
Bd_202,aa,781.25,18.32,187.50,17.41,22.65,19.34,-1.02,968.75,7.92,10.40,2.00
Bd_202,ee,359.38,43.79,156.25,47.11,46.74,47.11,-3.32,875.00,18.06,25.73,2.00
Bd_202,ee,281.25,27.46,109.38,40.96,41.16,9.16,18.30,906.25,2.53,24.93,2.00
Bd_203,ee,1062.50,42.86,187.50,48.31,46.49,49.74,-6.88,1031.25,41.09,1.77,2.00
Bd_204,oh,312.50,25.47,125.00,39.26,38.99,39.26,-13.79,968.75,11.58,13.89,2.00
Bd_204,A,625.00,51.76,125.00,42.75,44.39,20.57,31.19,906.25,32.18,19.57,2.00
Bd_204,A,281.25,38.50,93.75,43.66,46.04,13.93,24.57,937.50,9.63,28.86,2.00
Bd_204,E,281.25,24.57,109.38,40.57,40.88,22.01,2.56,921.88,7.63,16.94,2.00
Bd_205,ee,312.50,46.84,93.75,42.97,51.93,15.30,31.54,906.25,13.63,33.21,2.00
Bd_205,ee,687.50,55.16,156.25,46.74,50.01,18.54,36.63,1000.00,37.82,17.34,2.00
Bd_205,ee,468.75,43.56,156.25,43.65,47.57,15.17,28.39,937.50,30.47,13.09,2.00
Bd_205,i,312.50,44.87,155.31,42.04,46.75,22.23,22.64,875.00,14.28,30.59,2.00
Bd_206,ee,593.75,17.58,156.25,1.83,11.99,1.84,15.73,875.00,12.02,5.55,2.00
Bd_206,A,656.25,53.20,156.25,44.09,45.85,15.65,37.55,968.75,42.36,10.84,2.00
Bd_206,A,750.00,-0.67,156.25,-16.63,4.43,0.89,-1.57,968.75,1.66,-2.33,2.00
Bd_206,i,198.99,27.87,125.00,29.96,21.61,29.96,-2.09,1000.00,-4.31,32.19,2.00
Bd_207,ee,375.00,46.05,125.00,39.46,44.42,40.00,6.05,937.50,21.23,24.81,2.00
Bd_208,i,718.75,22.14,187.50,48.08,47.37,48.08,-25.94,1031.25,24.18,-2.04,2.00
Bd_208,oh,625.00,25.21,125.00,34.45,31.24,34.45,-9.24,937.50,10.02,15.19,2.00
Bd_208,ee,250.00,30.70,93.75,32.62,29.83,32.62,-1.91,921.88,-0.63,31.33,2.00
Bd_209,A,375.00,47.65,187.50,45.31,47.65,10.84,36.82,937.50,22.14,25.51,2.00
Bd_209,oh,312.50,40.76,125.00,40.86,42.74,17.64,23.11,968.75,18.62,22.13,2.00
Bd_209,A,468.75,47.47,156.25,40.80,45.58,17.07,30.40,968.75,16.69,30.78,2.00
Bd_209,ee,312.50,47.39,140.05,43.09,49.04,36.23,11.16,937.50,22.88,24.50,2.00
