Filename,Segment_label,Beginning,End,F1,A1hz,A1dB,F0,H1,H2,P0,A1-P0,P1Hz,P1,A1-P1F1,A1hz,A1dB,F0,H1,H2,P0,A1-P0,P1Hz,P1,A1-P1F1,A1hz,A1dB,F0,H1,H2,P0,A1-P0,P1Hz,P1,A1-P1
deb_00,k,4.21,4.25,305.7719333,312.5,28.73517765,125,32.44179505,31.02728174,32.95117938,-4.216001734,937.5,-8.361427156,37.0966048,312.5,28.73517765,125,32.44179505,31.02728174,32.95117938,-4.216001734,937.5,-8.361427156,37.0966048,312.5,28.73517765,125,32.44179505,31.02728174,32.95117938,-4.216001734,937.5,-8.361427156,37.096604806
deb_00,b,4.3,4.34,576.0459141,312.5,28.73517765,125,32.44179505,31.02728174,32.95117938,-4.216001734,937.5,-8.361427156,37.0966048,312.5,28.73517765,125,32.44179505,31.02728174,32.95117938,-4.216001734,937.5,-8.361427156,37.0966048,312.5,28.73517765,125,32.44179505,31.02728174,32.95117938,-4.216001734,937.5,-8.361427156,37.096604806
deb_00,A,4.34,4.44,477.9139618,312.5,28.73517765,125,32.44179505,31.02728174,32.95117938,-4.216001734,937.5,-8.361427156,37.0966048,312.5,28.73517765,125,32.44179505,31.02728174,32.95117938,-4.216001734,937.5,-8.361427156,37.0966048,312.5,28.73517765,125,32.44179505,31.02728174,32.95117938,-4.216001734,937.5,-8.361427156,37.096604806
deb_00,rr,4.44,4.55,438.9785309,312.5,28.73517765,125,32.44179505,31.02728174,32.95117938,-4.216001734,937.5,-8.361427156,37.0966048,312.5,28.73517765,125,32.44179505,31.02728174,32.95117938,-4.216001734,937.5,-8.361427156,37.0966048,312.5,28.73517765,125,32.44179505,31.02728174,32.95117938,-4.216001734,937.5,-8.361427156,37.096604806
deb_00,sil,4.59,4.98,1002.091923,312.5,28.73517765,125,32.44179505,31.02728174,32.95117938,-4.216001734,937.5,-8.361427156,37.0966048,312.5,28.73517765,125,32.44179505,31.02728174,32.95117938,-4.216001734,937.5,-8.361427156,37.0966048,312.5,28.73517765,125,32.44179505,31.02728174,32.95117938,-4.216001734,937.5,-8.361427156,37.096604806
deb_01,sil,0,0.75,312.3827328,250,42.16087792,187.5,54.42085545,44.21932633,54.42085545,-12.25997753,875,15.6980717,26.46280622,281.25,28.7202056,187.5,58.86252386,51.30540497,58.86252386,-30.14231826,875,19.63671565,9.083489953,312.5,37.48124778,187.5,58.21741679,50.24932718,58.21741679,-20.73616901,906.25,16.77706594,20.70418184
deb_01,k,0.75,0.87,1742.899394,218.75,49.83206641,187.5,55.18942682,41.22390263,55.18942682,-5.357360413,906.25,15.79579652,34.03626989,218.75,50.14883986,187.5,54.490648,39.66137869,54.490648,-4.341808138,937.5,9.543621284,40.60521858,187.5,52.76453608,187.5,52.76453608,33.90237375,52.76453608,0,937.5,7.77621372,44.98832236
deb_01,i,0.87,0.96,245.5964545,187.5,42.55063661,187.5,42.55063661,10.49407721,42.55063661,0,875,0.972402646,41.57823397,1187.5,7.424689535,187.5,20.35496705,6.890170313,20.35496705,-12.93027751,1031.25,-4.620516038,12.04520557,1312.5,-8.054581388,218.75,13.22645084,-9.559292814,19.7376105,-27.79219189,968.75,-17.37349401,9.318912622
deb_01,n,0.96,1.04,224.8394656,312.5,47.01001339,250,55.13059797,44.12947422,55.13059797,-8.120584578,906.25,28.74264349,18.2673699,406.25,49.7725251,218.75,55.06041204,51.60835526,55.06041204,-5.287886933,843.75,33.58040155,16.19212355,375,46.06634572,187.5,51.4157415,48.68888473,51.4157415,-5.349395784,968.75,33.49249147,12.57385425
deb_01,tt,1.04,1.12,190.6172822,687.5,25.673823,187.5,42.74331398,32.38363789,43.05600116,-17.38217816,875,22.73839232,2.935430684,937.5,7.598770087,156.25,41.67312466,27.19231776,41.67312466,-34.07435457,937.5,7.598770087,0,875,20.45848351,156.25,39.91349349,30.2808803,39.91349349,-19.45500999,875,20.45848351,0
deb_01,u,1.12,1.19,341.8060361,593.75,48.56796533,156.25,49.16254074,47.63530178,50.24782338,-1.679858051,906.25,45.91507437,2.652890951,703.125,51.31510247,140.625,47.54372726,45.88779208,54.69279165,-3.377689179,984.375,49.49250554,1.822596932,703.125,48.12853287,140.625,47.30663312,44.73778988,53.75643944,-5.627906575,984.375,45.37912722,2.74940565
deb_01,b,1.19,1.25,631.7737891,437.5,34.37204415,156.25,44.20584277,39.63608621,44.20584277,-9.833798627,1000,30.32304502,4.048999128,437.5,36.64870854,156.25,44.11956216,38.66722409,44.11956216,-7.470853622,906.25,21.54908808,15.09962046,437.5,35.55390644,156.25,44.30114366,38.46083678,44.30114366,-8.747237222,906.25,18.17433878,17.37956766
deb_01,A,1.25,1.36,589.9584492,468.75,35.92789095,156.25,43.45613395,35.97384993,43.45613395,-7.528243005,937.5,18.59284497,17.33504598,468.75,40.15457829,156.25,45.39865103,41.25652826,45.39865103,-5.244072743,1000,31.00278458,9.151793705,375,40.53499802,156.25,45.16690695,44.90503534,45.16690695,-4.631908932,1000,24.98611143,15.54888659
deb_01,^n,1.36,1.43,478.2713049,500,44.82118205,187.5,43.75229335,45.38714421,8.942882108,35.87829994,875,34.07681568,10.74436637,562.5,47.98947256,187.5,44.06849039,43.74062883,49.59841812,-1.608945553,875,37.96535248,10.02412008,562.5,45.1438615,187.5,44.93349594,43.08403215,47.29928404,-2.155422539,875,37.97795572,7.16590578
deb_01,l,1.43,1.49,478.5074209,1015.625,21.48128352,156.25,47.62896756,39.21235721,47.62896756,-26.14768404,1015.625,21.48128352,0,1812.5,37.06357294,156.25,19.78885212,16.90042019,37.06357294,0,875,14.43840748,22.62516547,1796.875,32.64076956,171.875,16.53379928,16.99307608,14.51032113,18.13044843,1015.625,13.56529793,19.07547163
deb_01,A,1.49,1.54,517.9935712,1687.5,25.45932989,187.5,40.61411028,28.72430684,40.61411028,-15.1547804,937.5,16.88580381,8.573526078,562.5,37.87691486,187.5,47.09978053,38.13387354,47.09978053,-9.222865671,875,29.71707007,8.159844787,437.5,33.32624715,187.5,46.65131863,37.45169972,46.65131863,-13.32507148,875,29.28066793,4.04557922
